,sdg 1,sdg 2,sdg 3,sdg 4,sdg 5,sdg 6,sdg 7,sdg 8,sdg 9,sdg 10,sdg 11,sdg 12,sdg 13,sdg 14,sdg 15,sdg 16,sdg 17,risk tag,P1,N1,P2,N2,P3,N3,P1_adjusted,N1_adjusted,P2_adjusted,N2_adjusted,P3_adjusted,N3_adjusted
user1141,0.0,0.5,0.0,0.0,0.5,0.75,0.75,0.0,1.0,0.5,0.25,0.25,1.0,0.5,0.25,0.5,0.0,1.0,NH투자증권,상상인증권,롯데웰푸드,HD현대중공업,SK텔레콤,HL홀딩스,동원시스템즈,현대오토에버,SK네트웍스,애경케미칼,롯데이노베이트,한온시스템
user1142,0.0,0.25,0.25,0.25,0.0,0.75,0.0,0.25,1.0,0.0,0.25,0.5,0.25,0.25,0.0,0.5,0.75,1.0,삼성증권,한화손해보험,SK텔레콤,HD현대중공업,대한항공,OCI 홀딩스,동원시스템즈,한화손해보험,교보증권,현대오토에버,롯데이노베이트,OCI 홀딩스
user1143,0.5,1.0,0.75,0.75,0.5,0.75,0.5,1.0,0.5,0.5,0.0,1.0,0.5,0.75,0.75,0.0,0.75,2.0,롯데웰푸드,SK스퀘어,삼양사,신세계 I&C,하이트진로,카카오페이,롯데이노베이트,카카오페이,S-OIL,신세계 I&C,동원산업,한일단조
user1144,0.5,0.25,0.25,0.75,0.0,0.75,1.0,0.0,0.0,0.0,0.75,1.0,1.0,0.0,0.5,0.0,0.25,0.0,코오롱글로벌,현대엘리베이터,두산에너빌리티,애경산업,한화,HD현대중공업,한화솔루션,현대엘리베이터,한일단조,애경산업,한화투자증권,롯데렌탈
user1145,0.25,0.75,1.0,1.0,0.0,0.25,0.25,0.25,0.25,0.75,0.75,1.0,0.75,0.25,0.0,0.25,0.75,2.0,삼성증권,한화손해보험,NH투자증권,HD현대중공업,SK텔레콤,SK스퀘어,두산밥캣,OCI 홀딩스,LG디스플레이,한화손해보험,NH투자증권,콜마홀딩스
user1146,1.0,0.25,0.0,0.0,0.0,0.75,0.5,0.75,0.0,0.5,0.0,0.25,0.75,0.25,0.75,0.25,0.5,0.0,세방전지,애경산업,한화,현대엘리베이터,한전KPS,신세계 I&C,한화,현대엘리베이터,한국가스공사,애경산업,HD현대일렉트릭,롯데렌탈
user1147,0.5,0.25,0.0,0.5,1.0,0.75,0.75,1.0,0.0,0.75,0.25,0.75,1.0,1.0,0.5,1.0,0.75,2.0,우리금융지주,HD현대중공업,BNK금융,카카오,아시아나항공,신세계 I&C,KB금융,카카오페이,현대위아,한미글로벌,롯데이노베이트,다올투자증권
user1148,0.0,0.25,1.0,1.0,1.0,0.25,0.25,1.0,0.0,1.0,0.75,0.75,0.5,1.0,0.75,0.0,0.5,2.0,삼성증권,엘앤에프,하나금융지주,SK스퀘어,우리금융지주,한세실업,대웅제약,엘앤에프,S-OIL,한일단조,현대모비스,두산퓨얼셀
user1149,1.0,0.0,0.75,0.25,0.5,1.0,0.5,0.0,0.0,0.75,1.0,0.25,1.0,0.5,0.0,0.5,1.0,2.0,삼성증권,HD현대중공업,대한항공,엘앤에프,우리금융지주,SK스퀘어,LG디스플레이,두산,KB금융,애경케미칼,유한양행,OCI 홀딩스
user1150,0.25,1.0,0.75,0.25,0.75,0.5,0.0,1.0,0.25,0.5,0.75,0.0,0.75,0.25,0.5,0.5,0.75,2.0,삼성증권,HD현대중공업,우리금융지주,두산퓨얼셀,하나금융지주,엘앤에프,롯데이노베이트,OCI 홀딩스,대한항공,두산퓨얼셀,롯데웰푸드,애경케미칼
user1151,0.0,0.0,0.5,0.0,0.25,0.75,1.0,0.75,0.25,1.0,0.5,0.0,0.75,0.5,0.25,0.75,0.75,2.0,BNK금융,HD현대중공업,NH투자증권,LG에너지솔루션,삼성증권,한화손해보험,현대위아,애경케미칼,OCI,한미글로벌,SK네트웍스,한화손해보험
user1152,0.25,0.0,0.5,0.0,0.75,0.5,0.25,0.5,0.25,0.25,0.25,0.75,1.0,0.75,0.25,1.0,0.0,0.0,콜마홀딩스,애경산업,세아홀딩스,현대엘리베이터,코오롱ENP,NH투자증권,한국가스공사,애경산업,SK스퀘어,현대엘리베이터,지역난방공사,하이트진로
user1153,0.25,0.0,1.0,0.0,0.5,0.0,0.25,0.75,1.0,0.0,0.0,0.25,1.0,0.0,0.0,0.5,0.25,0.0,상상인증권,애경산업,신세계 I&C,HD현대중공업,다올투자증권,현대엘리베이터,신세계 I&C,현대엘리베이터,한국가스공사,애경산업,지역난방공사,하나투어
user1154,0.0,0.5,0.75,0.0,0.75,0.0,0.75,0.25,0.25,0.0,1.0,0.5,0.75,0.25,0.0,0.0,0.5,1.0,넷마블,HD현대중공업,삼성생명,SK스퀘어,SK텔레콤,애경케미칼,삼성생명,현대오토에버,한국금융지주,애경케미칼,유한양행,콜마홀딩스
user1155,0.25,0.75,0.75,0.25,0.5,0.25,0.75,0.75,0.75,0.0,0.25,1.0,0.25,0.0,0.0,0.0,0.75,1.0,넷마블,HD현대중공업,GS리테일,SK스퀘어,대한항공,카카오,두산밥캣,애경산업,코오롱글로벌,HD현대중공업,동원시스템즈,현대엘리베이터
user1156,0.0,0.5,0.25,0.0,1.0,0.75,1.0,1.0,1.0,0.75,0.5,0.75,0.5,0.0,0.25,0.5,0.0,0.0,한화투자증권,애경산업,미래에셋증권,현대엘리베이터,동원시스템즈,HD현대중공업,두산에너빌리티,애경산업,한화투자증권,현대엘리베이터,한화,하나투어
user1157,1.0,1.0,0.5,0.5,1.0,0.5,0.75,0.5,0.25,0.75,0.0,0.25,0.75,0.75,1.0,0.75,0.0,2.0,아시아나항공,HD현대중공업,NH투자증권,미스토홀딩스,우리금융지주,엘앤에프,롯데이노베이트,카카오페이,삼성화재,HDC현대산업개발,BGF리테일,한진칼
user1158,1.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0,0.5,1.0,0.5,0.5,1.0,0.25,1.0,0.0,2.0,삼성증권,한화손해보험,우리금융지주,상상인증권,SK텔레콤,LG이노텍,교보증권,OCI 홀딩스,삼성화재,한화손해보험,포스코홀딩스,SK바이오팜
user1159,1.0,0.75,0.5,0.25,0.5,0.5,1.0,1.0,0.5,0.25,0.25,0.25,0.0,0.0,0.75,0.25,0.5,2.0,NH투자증권,HD현대중공업,아시아나항공,SK스퀘어,우리금융지주,HD현대건설기계,기업은행,애경케미칼,BGF리테일,HD현대중공업,한전KPS,상상인증권
user1160,0.75,0.75,0.25,0.75,0.0,0.5,0.0,0.5,0.0,1.0,0.75,0.25,0.75,0.25,0.5,0.0,0.5,1.0,NH투자증권,HD현대중공업,삼성증권,한화손해보험,우리금융지주,한세실업,세방전지,두산,롯데이노베이트,신세계 I&C,NH투자증권,OCI 홀딩스
user1161,0.0,0.0,0.5,0.5,0.25,0.0,0.5,1.0,0.75,0.0,1.0,0.5,0.5,0.0,0.25,0.75,0.25,2.0,삼성증권,HD현대중공업,현대엘리베이터,한화손해보험,SK텔레콤,삼성중공업,기업은행,OCI 홀딩스,LG전자,콜마홀딩스,한국금융지주,현대오토에버
user1162,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.25,0.75,0.25,0.25,0.75,0.25,0.25,0.25,0.0,1.0,2.0,대한항공,HD현대중공업,한독,한화손해보험,넷마블,SK스퀘어,KT,한화손해보험,대한항공,HD현대중공업,한독,SK스퀘어
user1163,0.75,1.0,0.5,0.0,0.25,0.25,1.0,0.25,0.75,0.0,1.0,0.75,0.5,0.25,0.25,0.25,0.5,2.0,SK텔레콤,HD현대중공업,GS리테일,SK스퀘어,NH투자증권,한화손해보험,오뚜기,현대오토에버,한국금융지주,애경케미칼,KT&G,콜마홀딩스
user1164,1.0,0.25,0.75,0.5,0.75,0.75,0.0,0.0,1.0,0.0,0.5,0.75,0.5,0.0,0.0,0.75,1.0,2.0,삼성증권,HD현대중공업,대한항공,OCI 홀딩스,넷마블,한화솔루션,KB금융,OCI 홀딩스,교보증권,HD현대중공업,LG디스플레이,현대오토에버
user1165,0.25,0.5,1.0,1.0,0.5,0.75,1.0,0.75,0.5,0.75,0.25,1.0,0.0,0.25,0.25,0.25,0.5,0.0,현대오토에버,애경산업,세방전지,현대엘리베이터,KCC,HD현대중공업,LG이노텍,애경산업,롯데케미칼,현대엘리베이터,에코프로머티,하나투어
user1166,0.75,1.0,0.5,0.75,0.5,0.0,0.75,0.0,0.5,1.0,0.75,0.5,0.25,1.0,1.0,0.25,0.0,0.0,현대오토에버,애경산업,미래에셋증권,현대엘리베이터,KCC,HL홀딩스,한화시스템,애경산업,삼성중공업,현대엘리베이터,미래에셋증권,HL홀딩스
user1167,0.5,0.75,1.0,1.0,0.25,0.25,1.0,0.25,0.5,0.25,0.25,0.5,0.25,0.5,0.25,0.0,0.75,2.0,NH투자증권,SK스퀘어,대한항공,HD현대중공업,넷마블,한화손해보험,한독,SK스퀘어,대한항공,SK바이오팜,넷마블,신세계 I&C
user1168,1.0,0.5,0.25,0.75,0.5,0.5,0.5,0.75,0.0,0.0,0.0,0.0,1.0,0.75,0.75,0.75,0.0,2.0,BNK금융,미스토홀딩스,우리금융지주,엘앤에프,메리츠금융지주,한진칼,코오롱ENP,카카오페이,BGF리테일,한진칼,메리츠금융지주,HDC현대산업개발
user1169,0.25,0.75,0.5,0.5,0.75,0.0,0.75,0.75,0.5,0.5,0.0,0.25,0.25,1.0,0.0,0.25,0.0,2.0,NH투자증권,엘앤에프,아시아나항공,SK스퀘어,삼성증권,HD현대건설기계,NH투자증권,카카오페이,기업은행,콜마홀딩스,삼양사,HDC현대산업개발
user1170,0.25,0.0,0.25,0.75,0.75,0.25,0.75,0.75,1.0,1.0,0.25,0.5,0.75,0.25,0.5,0.5,0.25,2.0,삼성증권,HD현대중공업,NH투자증권,SKC,아시아나항공,DS단석,JB금융지주,OCI 홀딩스,OCI,콜마홀딩스,KB금융,SK바이오팜
user1171,0.0,0.0,0.75,1.0,0.75,0.25,0.0,0.75,0.0,0.5,1.0,0.0,0.5,1.0,0.25,1.0,1.0,2.0,삼성증권,엘앤에프,하나금융지주,두산퓨얼셀,BNK금융,DS단석,롯데하이마트,OCI 홀딩스,LX세미콘,엘앤에프,대한항공,DS단석
user1172,0.5,0.25,0.75,0.75,0.5,0.0,0.75,0.25,0.0,0.0,0.5,0.0,0.25,0.25,0.5,0.75,0.5,2.0,BNK금융,HD현대중공업,삼성증권,엘앤에프,메리츠금융지주,LG에너지솔루션,한독,한진칼,롯데하이마트,SK바이오팜,LX세미콘,엘앤에프
user1173,0.5,0.0,0.0,1.0,0.75,0.0,0.5,0.0,0.0,0.25,0.75,0.75,0.75,0.0,0.0,0.5,1.0,2.0,삼성증권,HD현대중공업,현대엘리베이터,현대제철,하나투어,삼성중공업,LX세미콘,OCI 홀딩스,하나투어,DS단석,KB금융,현대제철
user1174,0.75,0.75,0.0,1.0,1.0,0.5,0.25,0.75,0.75,1.0,0.0,0.5,0.75,0.25,1.0,0.0,0.0,2.0,삼성증권,HD현대중공업,NH투자증권,한세실업,아시아나항공,한화에어로스페이스,NH투자증권,카카오페이,KB금융,신세계 I&C,영원무역,두산퓨얼셀
user1175,0.75,0.0,0.5,0.25,0.75,0.0,0.25,1.0,0.25,0.5,1.0,0.75,0.75,1.0,0.75,1.0,0.5,1.0,우리금융지주,애경산업,하나금융지주,현대엘리베이터,SK텔레콤,미스토홀딩스,세아베스틸지주,애경산업,한전KPS,현대엘리베이터,이마트,애경케미칼
user1176,1.0,0.75,0.25,0.5,0.25,0.25,0.25,0.5,0.25,0.75,0.25,0.5,0.0,0.25,0.25,1.0,0.5,0.0,현대오토에버,애경산업,다올투자증권,현대엘리베이터,롯데이노베이트,HD현대중공업,한온시스템,애경산업,삼성SDI,현대엘리베이터,한화에어로스페이스,한일시멘트
user1177,0.0,0.25,0.75,0.0,0.0,0.25,0.25,0.5,0.0,0.75,0.25,0.75,0.5,0.25,0.5,0.0,0.75,0.0,LG이노텍,애경산업,KCC,현대엘리베이터,세아베스틸지주,롯데렌탈,현대제철,애경산업,LG이노텍,현대엘리베이터,롯데케미칼,하이트진로
user1178,0.25,0.25,0.0,0.25,0.25,0.25,1.0,0.25,0.0,0.5,0.25,0.5,0.75,0.0,0.5,0.0,0.0,1.0,NH투자증권,HD현대중공업,한일시멘트,상상인증권,아시아나항공,신세계 I&C,SK네트웍스,신세계 I&C,에스엘,다올투자증권,삼성에스디에스,카카오
user1179,0.0,0.0,0.25,1.0,1.0,0.0,1.0,0.75,0.5,0.75,0.5,0.25,0.5,0.75,0.75,0.0,1.0,2.0,NH투자증권,SK스퀘어,삼성증권,HD현대건설기계,아시아나항공,한화에어로스페이스,KB금융,SK바이오팜,삼성전기,콜마홀딩스,한전KPS,SKC
user1180,0.25,1.0,0.25,0.0,1.0,0.5,0.25,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.25,0.75,2.0,하나금융지주,엘앤에프,아시아나항공,두산퓨얼셀,우리금융지주,미스토홀딩스,BGF리테일,엘앤에프,하나금융지주,애경케미칼,오뚜기,포스코DX
user1181,0.5,0.5,0.25,0.75,1.0,0.75,1.0,0.0,0.75,1.0,0.5,1.0,0.25,1.0,1.0,0.75,0.75,1.0,롯데웰푸드,애경산업,KCC,현대엘리베이터,NH투자증권,기업은행,HL만도,애경산업,삼성전기,현대엘리베이터,현대글로비스,SK디앤디
user1182,0.5,0.25,0.5,1.0,0.0,0.25,0.5,0.25,0.75,0.25,0.75,0.0,0.25,0.75,0.5,0.75,0.75,0.0,카카오,애경산업,다올투자증권,현대엘리베이터,삼성생명,미스토홀딩스,한화시스템,애경산업,한미글로벌,현대엘리베이터,카카오,미스토홀딩스
user1183,0.25,0.5,1.0,1.0,0.0,0.75,0.5,0.0,0.75,0.0,0.25,0.75,1.0,0.5,1.0,1.0,0.5,1.0,SK텔레콤,한화손해보험,코오롱ENP,HD현대중공업,KT,애경산업,코오롱인더,애경산업,현대글로비스,현대엘리베이터,이마트,현대오토에버
user1184,0.0,0.75,0.0,1.0,0.25,0.75,0.75,0.5,1.0,0.75,1.0,0.0,0.5,1.0,1.0,0.5,0.0,2.0,NH투자증권,미스토홀딩스,우리금융지주,한세실업,삼성증권,HL홀딩스,포스코홀딩스,SK바이오팜,NH투자증권,콜마홀딩스,교보증권,한화손해보험
user1185,0.25,0.5,0.75,1.0,0.0,0.25,0.25,1.0,0.0,0.25,0.25,0.0,0.75,0.5,0.5,1.0,0.5,1.0,기업은행,미스토홀딩스,BNK금융,한화손해보험,우리금융지주,엘앤에프,롯데이노베이트,OCI 홀딩스,KCC,한화손해보험,현대위아,두산퓨얼셀
user1186,0.25,0.25,1.0,0.5,0.0,0.75,0.75,0.25,0.5,0.5,0.0,0.0,0.75,0.75,0.75,0.25,0.5,0.0,한화,애경산업,KCC,현대엘리베이터,현대제철,미스토홀딩스,삼성중공업,현대엘리베이터,현대제철,애경산업,LG이노텍,하나투어
user1187,1.0,0.25,0.75,0.0,0.0,1.0,0.0,0.75,0.5,1.0,0.5,0.75,1.0,1.0,0.75,0.0,0.0,1.0,세방전지,LX세미콘,우리금융지주,한세실업,KCC,한화손해보험,삼성화재,한세실업,S-OIL,현대엘리베이터,세아베스틸지주,애경산업
user1188,0.5,0.75,0.75,0.75,0.0,0.0,0.0,0.5,0.75,0.0,1.0,0.25,0.75,0.75,0.0,1.0,1.0,1.0,삼성증권,한화손해보험,SK텔레콤,DS단석,JB금융지주,두산퓨얼셀,롯데이노베이트,OCI 홀딩스,삼성생명,한화손해보험,삼성화재,콜마홀딩스
user1189,1.0,0.0,0.25,0.25,0.5,1.0,0.75,0.75,0.5,1.0,1.0,1.0,1.0,0.75,0.0,0.25,0.75,1.0,세방전지,애경산업,SK텔레콤,SK스퀘어,GS리테일,HD현대중공업,세아베스틸지주,애경산업,KB금융,현대엘리베이터,JB금융지주,애경케미칼
user1190,0.25,0.0,1.0,0.5,1.0,0.25,0.25,0.25,0.25,0.5,0.25,1.0,0.25,0.5,1.0,0.5,0.0,2.0,아시아나항공,HD현대중공업,한국타이어앤테크놀로지,한일단조,삼양홀딩스,한세실업,영원무역,한일단조,한국콜마,카카오페이,대웅제약,미래에셋증권
user1191,0.0,0.5,0.75,1.0,0.0,0.5,0.25,0.5,0.5,0.25,0.0,0.0,0.5,0.25,0.25,0.0,0.0,2.0,애경산업,SK스퀘어,현대엘리베이터,한화손해보험,삼성증권,HD현대중공업,삼양사,카카오페이,한독,한화손해보험,롯데하이마트,두산퓨얼셀
user1192,0.0,0.25,0.0,0.25,0.25,0.25,0.0,0.0,1.0,0.75,0.0,0.25,0.25,1.0,1.0,0.75,0.0,0.0,한화시스템,애경산업,포스코홀딩스,현대엘리베이터,한섬,미스토홀딩스,HD현대중공업,애경산업,삼성중공업,현대엘리베이터,SK스퀘어,SK디앤디
user1193,0.5,0.5,0.75,1.0,0.25,0.5,0.25,0.25,0.25,0.75,0.5,0.75,0.75,0.25,1.0,0.0,1.0,0.0,현대오토에버,애경산업,KCC,현대엘리베이터,세방전지,롯데렌탈,LG이노텍,애경산업,상상인증권,현대엘리베이터,롯데케미칼,롯데렌탈
user1194,0.0,0.25,1.0,0.75,0.25,1.0,0.0,0.75,0.5,0.25,1.0,0.75,0.0,0.0,0.0,0.5,0.5,1.0,삼성증권,HD현대중공업,넷마블,한화손해보험,SK텔레콤,한일단조,세아베스틸지주,애경산업,KCC,현대엘리베이터,현대비앤지스틸,HD현대중공업
user1195,0.75,0.75,0.0,0.5,0.75,1.0,0.25,0.0,0.0,0.25,0.5,0.25,0.0,0.25,0.25,0.5,0.0,0.0,현대오토에버,애경산업,KB금융,현대엘리베이터,세방전지,미스토홀딩스,한화손해보험,애경산업,SK바이오팜,현대엘리베이터,콜마홀딩스,미스토홀딩스
user1196,0.75,0.5,0.25,1.0,0.75,0.0,0.0,0.0,0.5,0.25,0.25,0.5,0.5,0.0,0.0,0.75,1.0,1.0,삼성증권,HD현대중공업,교보증권,DS단석,JB금융지주,OCI 홀딩스,LX세미콘,OCI 홀딩스,한세실업,DS단석,KB금융,현대제철
user1197,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.5,0.5,1.0,0.25,1.0,1.0,1.0,0.0,0.25,0.0,카카오,현대엘리베이터,현대오토에버,애경산업,S-OIL,미스토홀딩스,카카오,현대엘리베이터,일동제약,애경산업,한미약품,미스토홀딩스
user1198,0.25,0.75,0.75,0.5,0.0,0.5,0.75,0.5,0.25,0.5,0.75,0.5,1.0,0.25,0.75,1.0,0.25,0.0,한화시스템,애경산업,롯데이노베이트,현대엘리베이터,카카오,HD현대중공업,한화에어로스페이스,애경산업,한국가스공사,현대엘리베이터,한화투자증권,하이트진로
user1199,0.25,0.0,0.25,0.0,0.75,0.0,0.75,0.5,1.0,0.25,0.25,0.25,0.5,0.25,0.0,1.0,0.75,2.0,삼성증권,HD현대중공업,메리츠금융지주,LG에너지솔루션,현대엘리베이터,현대제철,LX세미콘,애경케미칼,한국금융지주,OCI 홀딩스,교보증권,콜마홀딩스
user1200,0.0,0.75,0.25,0.0,0.5,0.75,0.0,0.25,1.0,0.25,0.0,0.5,0.75,1.0,0.75,0.0,1.0,0.0,KC그린홀딩스,애경산업,현대제철,현대엘리베이터,S-OIL,롯데렌탈,HD현대중공업,애경산업,삼성중공업,현대엘리베이터,현대제철,롯데하이마트
user1201,0.75,0.75,1.0,0.75,0.25,0.5,0.5,0.5,0.75,0.75,0.0,0.5,0.0,0.5,0.5,0.25,1.0,2.0,대한항공,HD현대중공업,삼성증권,한화손해보험,NH투자증권,SK스퀘어,S-OIL,카카오페이,롯데이노베이트,SK바이오팜,KT,신세계 I&C
user1202,0.25,0.0,0.25,0.75,0.0,0.5,0.5,1.0,0.0,0.0,0.5,0.0,0.75,0.25,0.5,0.0,0.75,0.0,기업은행,현대엘리베이터,삼성생명,애경산업,상상인증권,미스토홀딩스,한화,현대엘리베이터,롯데케미칼,애경산업,상상인증권,미스토홀딩스
user1203,0.5,0.0,0.25,0.0,0.0,0.75,0.5,1.0,0.25,0.75,0.75,0.75,1.0,0.75,0.75,0.75,0.5,0.0,KCC,애경산업,현대로템,현대엘리베이터,한화,한화손해보험,한국가스공사,애경산업,한화,현대엘리베이터,HD현대중공업,하나투어
user1204,0.75,1.0,0.75,0.75,0.0,0.5,0.0,0.0,0.25,0.5,0.5,1.0,0.75,0.5,0.25,0.75,0.25,0.0,한미약품,애경산업,현대로템,현대엘리베이터,오뚜기,한화손해보험,한미약품,애경산업,한화에어로스페이스,현대엘리베이터,포스코DX,하이트진로
user1205,1.0,0.75,0.75,0.25,0.75,1.0,0.0,0.0,0.5,0.25,0.75,0.5,1.0,0.25,0.25,0.0,0.25,0.0,세방전지,현대엘리베이터,유한양행,애경산업,현대로템,기업은행,한미약품,현대엘리베이터,일동제약,애경산업,한화투자증권,금호타이어
user1206,0.25,0.75,0.25,0.25,0.25,0.5,0.75,1.0,0.0,1.0,0.25,1.0,0.0,0.75,1.0,0.0,0.75,1.0,삼양사,애경산업,롯데웰푸드,신세계 I&C,BGF리테일,현대엘리베이터,삼성전자,애경산업,현대위아,현대엘리베이터,동원산업,신세계 I&C
user1207,0.0,1.0,0.75,1.0,1.0,0.25,0.5,0.75,0.0,0.25,0.0,1.0,0.25,0.5,0.5,0.25,0.75,2.0,아시아나항공,HD현대중공업,대한항공,SK스퀘어,삼양사,한국가스공사,한국콜마,카카오페이,두산밥캣,현대로템,삼양사,미래에셋증권
user1208,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.25,1.0,0.25,0.75,0.5,0.0,0.5,0.25,0.25,2.0,삼성증권,HD현대중공업,아시아나항공,한일단조,넷마블,한화솔루션,대웅제약,애경케미칼,넷마블,OCI 홀딩스,S-OIL,한화솔루션
user1209,0.5,0.75,0.5,0.25,0.75,0.75,0.25,1.0,1.0,0.75,0.25,0.25,0.5,0.0,0.25,0.0,0.0,0.0,미래에셋증권,애경산업,기업은행,현대엘리베이터,한화투자증권,HD현대중공업,한화투자증권,애경산업,미래에셋증권,현대엘리베이터,한화,한샘
user1210,0.75,0.0,0.5,0.5,0.0,1.0,1.0,0.75,0.75,0.25,1.0,0.75,0.5,0.75,1.0,0.75,0.0,0.0,KCC,애경산업,한화시스템,현대엘리베이터,현대로템,HL홀딩스,삼성중공업,애경산업,한화솔루션,현대엘리베이터,DS단석,하나투어
user1211,0.25,0.0,0.25,1.0,0.0,1.0,0.25,0.5,0.5,0.0,0.0,0.25,0.0,0.75,0.5,1.0,1.0,0.0,한화시스템,애경산업,현대오토에버,현대엘리베이터,교보증권,한화손해보험,애경케미칼,애경산업,SKC,현대엘리베이터,LG이노텍,SK디앤디
user1212,0.25,1.0,0.0,0.5,0.75,0.5,0.75,1.0,0.5,0.25,0.5,1.0,1.0,1.0,0.25,0.25,0.5,2.0,롯데웰푸드,SK스퀘어,하이트진로,카카오,아시아나항공,카카오페이,롯데이노베이트,OCI 홀딩스,동원산업,콜마홀딩스,두산밥캣,애경케미칼
user1213,0.5,0.75,1.0,0.5,0.25,1.0,0.5,0.75,0.0,0.5,0.5,0.0,0.25,0.75,0.0,0.0,0.0,0.0,세방전지,현대엘리베이터,삼성화재,애경산업,KCC,HL홀딩스,SKC,애경산업,현대제철,현대엘리베이터,삼성중공업,HL홀딩스
user1214,0.0,0.5,0.5,0.75,0.5,0.5,1.0,0.25,0.75,0.0,1.0,0.25,0.25,0.0,0.5,0.25,1.0,0.0,미래에셋증권,애경산업,삼성생명,현대엘리베이터,한미글로벌,HD현대중공업,한미글로벌,애경산업,두산에너빌리티,현대엘리베이터,롯데케미칼,하이트진로
user1215,0.0,0.5,1.0,1.0,0.75,0.5,1.0,0.25,1.0,0.5,0.25,0.25,0.5,0.0,0.75,0.25,0.25,2.0,NH투자증권,HD현대중공업,삼성증권,SK스퀘어,아시아나항공,HD현대건설기계,현대모비스,HD현대중공업,한화생명,현대오토에버,롯데웰푸드,카카오페이
user1216,0.0,0.5,0.25,0.0,1.0,0.75,0.25,0.0,1.0,0.75,0.5,0.75,0.0,0.5,0.0,0.75,1.0,2.0,삼성증권,HD현대중공업,대한항공,한화솔루션,JB금융지주,OCI 홀딩스,롯데이노베이트,OCI 홀딩스,영원무역,애경케미칼,한국금융지주,카카오
user1217,0.5,0.75,0.75,1.0,0.0,0.25,0.25,0.75,0.5,0.75,0.5,1.0,0.75,0.0,1.0,1.0,0.0,2.0,우리금융지주,HD현대중공업,삼성증권,한화손해보험,SK텔레콤,한일단조,롯데이노베이트,한화손해보험,HL만도,OCI 홀딩스,포스코홀딩스,카카오페이
user1218,0.25,1.0,1.0,0.5,0.5,0.0,0.5,0.75,0.25,0.25,1.0,0.5,0.25,0.25,0.5,0.25,0.5,0.0,카카오페이,애경산업,삼성생명,현대엘리베이터,상상인증권,HD현대중공업,LS ELCTRIC,애경산업,롯데케미칼,현대엘리베이터,상상인증권,미스토홀딩스
user1219,1.0,0.75,0.25,0.5,0.5,0.75,0.75,0.5,0.25,0.75,0.0,0.75,1.0,0.75,0.5,1.0,0.5,1.0,하이트진로,애경산업,코오롱ENP,HD현대중공업,롯데웰푸드,현대엘리베이터,롯데이노베이트,애경산업,동원산업,현대엘리베이터,삼성화재,카카오페이
user1220,0.5,1.0,0.0,0.75,0.75,0.5,0.0,0.75,0.25,1.0,0.75,0.25,0.5,0.0,0.5,0.0,1.0,0.0,현대오토에버,애경산업,상상인증권,현대엘리베이터,NH투자증권,HD현대중공업,한온시스템,애경산업,현대오토에버,현대엘리베이터,상상인증권,미스토홀딩스
user1221,0.75,0.25,1.0,0.0,0.5,0.0,0.0,0.25,0.25,0.75,1.0,0.75,0.75,0.5,0.25,0.25,1.0,2.0,삼성증권,HD현대중공업,대한항공,한일단조,SK텔레콤,한화솔루션,LG디스플레이,애경케미칼,삼성바이오로직스,OCI 홀딩스,KB금융,두산
user1222,0.5,0.5,0.0,0.5,0.75,0.5,0.75,1.0,0.0,1.0,1.0,0.5,0.75,0.0,0.25,0.0,0.75,2.0,삼성증권,HD현대중공업,NH투자증권,SK스퀘어,JB금융지주,삼성중공업,JB금융지주,애경케미칼,KB금융,콜마홀딩스,GS리테일,OCI 홀딩스
user1223,1.0,0.75,0.75,0.0,1.0,0.0,0.5,0.75,1.0,1.0,0.5,0.5,0.5,0.5,0.75,0.75,0.5,0.0,KB금융,애경산업,한화투자증권,현대엘리베이터,현대오토에버,미스토홀딩스,한국가스공사,애경산업,LS ELCTRIC,현대엘리베이터,포스코퓨처엠,하이트진로
user1224,0.5,0.0,0.0,0.5,0.25,0.75,1.0,0.75,1.0,0.5,1.0,1.0,0.0,0.75,0.5,1.0,0.5,2.0,우리금융지주,한화손해보험,SK텔레콤,HD현대중공업,삼성증권,상상인증권,교보증권,한화손해보험,현대위아,콜마홀딩스,JB금융지주,SK바이오팜
user1225,0.0,0.25,0.0,0.25,0.0,0.75,0.5,0.75,1.0,0.75,0.5,0.25,0.75,0.5,0.75,0.0,0.0,1.0,SK텔레콤,한세실업,우리금융지주,HL홀딩스,NH투자증권,한화손해보험,포스코홀딩스,한세실업,KCC,한화손해보험,삼성생명,애경케미칼
user1226,0.0,0.75,0.5,0.25,0.25,0.75,1.0,1.0,0.5,0.75,0.0,1.0,0.0,0.25,0.75,1.0,0.0,2.0,롯데웰푸드,HD현대중공업,하이트진로,한화손해보험,GS리테일,카카오페이,롯데이노베이트,카카오페이,에스엘,카카오,현대위아,한미글로벌
user1227,0.75,0.0,0.0,0.5,0.5,0.25,1.0,0.75,0.5,0.5,0.5,0.0,0.75,0.75,0.5,0.5,1.0,0.0,미래에셋증권,애경산업,한전KPS,현대엘리베이터,KB금융,미스토홀딩스,한화,애경산업,한국가스공사,현대엘리베이터,지역난방공사,하나투어
